STR_Nr;Region;ASC_Standort;STR_Bezeichnung;Verkehrsstelle;GEB_Bezeichnung;GEB_Nr;Gps Lon;Gps Lat;ENT_Nr;Strasse;Nr;STR_km;Ort;Plz;Bl;Blitzschutz;Ableiter;Gebäudeart;SLT_Haus;M2_Geb;M2_Ueberdacht;Argus;Nbr;FI_Schalter
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEBÄUDE  ZELLERSTR.13;0;;;4861;ZELLERSTRASSE;13;125,19;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;99,2;;Nein;Nein;
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;EK  KM  20,362;10006920;;;1964;XX;0;20,362;SONNTAGBERG;3332;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1021230;SAE-Ost 2;ASC Amstetten;BF.WAIDHOFEN/YBBS;Bahnhof;WOHNGEBÄUDE  WIENERSTR.;12489;;;1956;WIENERSTRASSE;27;23,592;WAIDHOFEN/YBBS;3340;N;BLITZSCHUTZ;2;Wohngebäude;Nein;130,52;;Nein;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;AG;1269;14,64611033;48,05451241;8014;BAHNHOFSTRASSE;145;144,245;ST.PETER - SEITENSTETTEN;3352;N;BLITZSCHUTZ;4;Betriebsgebäude;Nein;874,67;;Ja;Nein;8
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;AG;671;14,74219506;48,01054265;1799;WAIDHOFENERSTR.;10;17,317;SONNTAGBERG;3332;N;BLITZSCHUTZ;4;Büro/Verwaltungsgebäude;Nein;319,67;23;Ja;Nein;5
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;GÜTERMAGAZIN;57001280;;;8015;BAHNHOFSTRASSE;145;144,05;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;238,89;;Nein;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;TECHNIKGEBÄUDE;18294;14,64657565;48,05444716;8016;BAHNHOFSTRASSE;145;144,215;ST.PETER - SEITENSTETTEN;3352;N;BLITZSCHUTZ;3;Betriebsgebäude;Nein;520;60;Ja;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;SH  WHZ  2;10002475;;;8017;X;0;144,53;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;SH  WHZ  1;10002476;;;8018;X;0;143,398;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;SH  EK  KM  144,646;10002477;;;8019;X;0;144,646;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Nein;Nein;
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;GÜTERMAGAZIN;57001276;;;1800;WAIDHOFENERSTR.;10;17,481;SONNTAGBERG;3332;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;115,59;;Nein;Nein;
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;ROTTENUNTERKUNFT;12483;;;1801;WAIDHOFENERSTR.;10;17,365;SONNTAGBERG;3332;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;203,23;;Nein;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;SH  SI - DIENST  OST;10002482;;;8027;X;0;143,749;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;SH  WHZ;10002490;;;8039;ST.JOHANN/WEISTRACH;1;148,02;WEISTRACH;3351;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;63;;Ja;Nein;
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;SH  SI - DIENST  OST;10002491;;;8040;ST.JOHANN/WEISTRACH;1;147,19;WEISTRACH;3351;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;5;;Ja;Nein;
2017050;SAE-Ost 2;ASC Amstetten;ÜST.AMSTETTEN 14;Überleitstelle;SH   WHZ. 1  ASCHBACH  HL. 2;10015859;;;12839;BAHNHOFSTRASSE;1;134,82;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Ja;Nein;
2017060;SAE-Ost 2;ASC Amstetten;AMSTETTEN 14-ST.PETER=SEITENSTETTEN;Strecke;WH  163  ASCHBACH;13801;;;12841;MÜHLENSTRASSE;8;136,07;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;71,31;;Nein;Nein;
2306040;SAE-Ost 2;ASC Amstetten;GRENZE ASC (KM 77,456)-ROHR 3;Strecke;SH_GRÜNTUNNEL;0;;;13106;XXXX;XX;77,53;LOOSDORF;3382;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;;6;Ja;Nein;
1021180;SAE-Ost 2;ASC Amstetten;HILM=K.-AB*BÖHLERWERK*;Strecke;WOHNGEBÄUDE (EIGENE ANSPEIS.);12484;;;1803;YBBSERSTR.;2;17,63;SONNTAGBERG;3332;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;98,08;;Nein;Nein;
2017060;SAE-Ost 2;ASC Amstetten;AMSTETTEN 14-ST.PETER=SEITENSTETTEN;Strecke;ASCHBACH BETRIEBSGEBÄUDE;18692;14,75419533;48,06857899;12842;BAHNHOFSTRASSE;1;135,656;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;156,2;166;Ja;Nein;
2307050;SAE-Ost 2;ASC Amstetten;BF.ASCHBACH;Bahnhof;SH WHZ 2 ASCHBACH  HL. 1;10014361;;;12514;BAHNHOFSTRASSE;1;134,945;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;23;;Ja;Nein;
1551020;SAE-Ost 2;ASC Amstetten;PÖCHLARN-AB*BRAMAC PÖCHLARN*;Strecke;SH EK km 1,579;0;;;20274036;Eschenstraße;0;1,579;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Ja;Nein;0
1551120;SAE-Ost 2;ASC Amstetten;AB*LASSELSBERGER*-AB*WIBEBA*;Strecke;SH EK km 9.779 Petzenkirchen HST;0;;;20273975;Mankerstraße;0;9,779;PETZENKIRCHEN;3252;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Ja;Nein;0
1021230;SAE-Ost 2;ASC Amstetten;BF.WAIDHOFEN/YBBS;Bahnhof;DIESELTANKSTELLE;10005492;;;9508;BAHNHOFSTR.;1;0,07;WAIDHOFEN/YBBS;3340;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Nein;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;NA3 Hubertendorf km 114,356;0;;;20235218;Hubertendorf;X;114,356;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;186,73;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;TG Rettungsplatz West km 115,709;19056;;;20235215;xx;X;115,709;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;144;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;NA1 Portal Ost km 113,420;19055;;;20235212;Hubertendorf;X;113,42;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;80,32;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;NA4 Kottingburgstall km 114,987;0;;;20235209;Kottingburgstall;X;114,987;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;172,7;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;NA2 Schloss km 113,850;0;;;20235208;Hubertendorf;X;113,85;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;186,73;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;TG Rettungsplatz Ost km 112,640;19054;;;20235205;Hubertendorf;X;112,64;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;144;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;TST  3  ( IM TUNNEL);10003021;;;22140510;X;0;100,661;SÄUSENSTEIN;3374;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;12;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;TST  2  (IM  TUNNEL);10003018;;;22140509;X;0;98,654;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;12;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;SITTENBERGTUNNEL  WEST   TST  4;0;;;22140508;X;0;102,954;SÄUSENSTEIN;3374;N;BLITZSCHUTZ;1;Schaltstation Tunnel;Nein;75,43;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;SITTENBERGTUNNEL  OST  TST  1;0;;;22140507;X;0;97,274;PÖCHLARN;3380;N;BLITZSCHUTZ;1;Schaltstation Tunnel;Nein;75,43;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;SITTENBERGT. LÖSCHWASSERTEICH;18100;;;22140506;X;0;97,728;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;85,71;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;GEWERBEBETRIEB IM AG;509;;;7831;BAHNHOFSPLATZ;1;93,93;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;162,59;;Nein;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;SH  BRÜCKENWAAGE;10002353;;;7822;X;0;93,97;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016190;SAE-Ost 2;ASC Amstetten;BF.PÖCHLARN;Bahnhof;WHZ  3;10002352;;;7821;X;0;94,8;PÖCHLARN;3380;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2306100;SAE-Ost 2;ASC Amstetten;PÖCHLARN-YBBS/D.;Strecke;SH  KM  103,300;10003025;;;22140505;X;0;103,3;YBBS/DONAU;3373;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. HEIZHAUSSTR.22;12498;;;4862;HEIZHAUSSTR.;22;124,09;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;282,76;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. HEIZHAUSSTR.26;12497;;;4864;HEIZHAUSSTR.;26;124,07;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;295,28;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. HEIZHAUSSTR.24;12496;;;4865;HEIZHAUSSTR.;24;124,07;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;295,28;;Nein;Nein;
2307050;SAE-Ost 2;ASC Amstetten;BF.ASCHBACH;Bahnhof;TECHNIKGEBÄUDE;18692;14,75419533;48,06857899;12513;BAHNHOFSTRASSE;1;135,656;ASCHBACH;3361;N;BLITZSCHUTZ;4;Betriebsgebäude;Nein;185;;Ja;Nein;0
2307050;SAE-Ost 2;ASC Amstetten;BF.ASCHBACH;Bahnhof;SH WHZ 3 ASCHBACH  HL. 1;10014362;;;12515;BAHNHOFSTRASSE;1;135,955;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;23;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. WIENERSTR 28 A;12502;;;4866;WIENERSTRASSE;28 A;124,6;AMSTETTEN;3300;N;BLITZSCHUTZ;7;Wohngebäude;Nein;1783,54;14;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. ROSSEGGERSTRASSE 1-3;12506;;;4867;ROSEGGERSTRASSE;1;125,05;AMSTETTEN;3300;N;BLITZSCHUTZ;11;Wohngebäude;Nein;1032,39;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. ROSSEGGERSTRASSE  5-7;12505;;;4868;ROSEGGERSTRASSE;5-.7;125;AMSTETTEN;3300;N;BLITZSCHUTZ;11;Wohngebäude;Nein;1036,31;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. ROSSEGGERSTRASSE 9-11;12504;;;4869;ROSEGGERSTRASSE;09.Nov;124,945;AMSTETTEN;3300;N;BLITZSCHUTZ;11;Wohngebäude;Nein;1032,85;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;POSTGARAGE AMSTETTEN  MAGAZIN;3123;;;13159;ARTHUR KRUPPSTRASSE;6;124,5;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;16;16;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WOHNGEB. PUMPENHAUS;0;;;4871;AM GRABEN;72;124,485;AMSTETTEN;3300;N;BLITZSCHUTZ;5;Wohngebäude;Nein;439,37;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;POSTGARAGE  AMSTETTEN  WERKSTÄTTE;3122;;;13158;ARTHUR KRUPPSTRASSE;6;124,5;AMSTETTEN;3300;N;BLITZSCHUTZ;8;Werkstätte;Nein;1200;1200;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;POSTGARAGE  AMSTETTEN TANKSTELLE;3125;;;13157;ARTHUR KRUPPSTRASSE;6;124,5;AMSTETTEN;3300;N;BLITZSCHUTZ;2;Betriebsgebäude;Nein;12;30;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;LAGERGEBÄUDE  ST;3123;14,89388723;48,11691741;4872;AM GRABEN;60;124,764;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;78,18;;Ja;Nein;
2017090;SAE-Ost 2;ASC Amstetten;BF.ST.PETER=SEITENSTETTEN;Bahnhof;KWD-GARAGE SEITENSTETTEN;57001169;;;10317;ABSEITS DER STRECKE;0;144,24;ST.PETER - SEITENSTETTEN;3352;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;104,38;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WÄCHTERHAUS 151;13795;;;4877;GRABEN;52;124,82;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;69,84;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;ZENTRALSTELLWERK;18101;14,89016554;48,12126071;4878;FABRIKSTRASSE;1;123,703;AMSTETTEN;3300;N;BLITZSCHUTZ;13;Betriebsgebäude;Nein;1720,3;;Ja;Nein;39
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WÄCHTERHAUS  150;0;;;4892;FABRIKSTRASSE;19;123,33;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;90,88;;Nein;Nein;
1021230;SAE-Ost 2;ASC Amstetten;BF.WAIDHOFEN/YBBS;Bahnhof;POSTGEBÄUDE;3121;;;13188;YBBSITZERSTRAßE;104A;0;WAIDHOFEN/YBBS;3340;N;BLITZSCHUTZ;2;Betriebsgebäude;Nein;;432;Nein;Nein;
1551250;SAE-Ost 2;ASC Amstetten;BF.SCHEIBBS;Bahnhof;Technikgebäude Bf Scheibbs;0;;;20273384;Lastenstraße;1;26,72;SCHEIBBS;3270;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;30;;Ja;Nein;0
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;ROTTENUNTERKUNFT;12499;14,88526833;48,12012794;4848;HEIZHAUSSTRASSE;30;124,04;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;119,43;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;EBS - GEBÄUDE;2746;14,8852603;48,11970034;4854;HEIZHAUSSTRASSE;30 A;124,1;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;582,1;;Ja;Nein;7
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;DIENSTGEBÄUDE  TK;1901;14,87840512;48,12179873;4849;AM GRABEN;60;124,759;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;140,57;;Ja;Nein;5
2307030;SAE-Ost 2;ASC Amstetten;ÜST.AMSTETTEN 2;Überleitstelle;ÜST. AMSTETTEN 2    ( WINKLING );18275;14,8156008;48,10085054;12823;XX;XX;129,96;AMSTETTEN;3300;N;BLITZSCHUTZ;5;Schaltstation;Ja;72;11;Ja;Nein;
2017040;SAE-Ost 2;ASC Amstetten;AMSTETTEN 11-AMSTETTEN 14;Strecke;SH MAUER;10015851;;;12833;BAHNHOFSTRASSE;1;131,075;MAUER  ÖHLING;3362;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
2017040;SAE-Ost 2;ASC Amstetten;AMSTETTEN 11-AMSTETTEN 14;Strecke;WG MAUER - ÖHLING 5;12479;;;12834;BAHNHOFSTRASSE;5;131,45;MAUER  ÖHLING;3362;N;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;354,73;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;GÜTERABFERTIGUNG;17772;;;4851;AM GRABEN;60;124,303;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1248,83;;Nein;Nein;4
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;BAUHOF;15635;14,87787843;48,12098168;4852;EGGERSDORFERSTRASSE;19;124,63;AMSTETTEN;3300;N;BLITZSCHUTZ;10;Betriebsgebäude;Nein;857,96;96;Ja;Nein;36
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;TURMWAGENSCHUPPEN;12499;14,88526833;48,12012794;4853;HEIZHAUSSTRASSE;30 A;124,09;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;742,82;;Ja;Nein;6
2307100;SAE-Ost 2;ASC Amstetten;ST.PETER OST-ST.PETER WEST;Strecke;TUNNELSCHALTHAUS SP 9;10013061;;;1238961;NB;NV;145,9;WEISTRACH;3351;N;KEIN BLITZSCHUTZ;0;Schaltstation Tunnel;Nein;8;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;ZUGVORHEIZANLAGE 2;0;;;4899;AM GRABEN;60;123,434;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;44;;Ja;Nein;
1551160;SAE-Ost 2;ASC Amstetten;WIESELBURG/E.-AB*LANDW.GEN.STEINAKIRCHEN*;Strecke;SH EK Km 13.985;0;;;21082662;Landesstrasse 6141;0;13,985;WIESELBURG/ERLAUF;3250;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;2
2016220;SAE-Ost 2;ASC Amstetten;AB*RATH*-PÖCHLARN 12;Strecke;Hast. KRUMMNUSSBAUM;1726;15,15467846;48,20880568;20211430;BAHNHOFSTRASSE;1;98,15;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;2880;120;Ja;Nein;
2307050;SAE-Ost 2;ASC Amstetten;BF.ASCHBACH;Bahnhof;SCHALTGERÜST   HL. 1;5021;;;12563;BAHNHOFPLATZ;1;134,82;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;;Nein;Nein;
2016220;SAE-Ost 2;ASC Amstetten;AB*RATH*-PÖCHLARN 12;Strecke;SH - TK;0;;;20211432;BAHNGELÄNDE;0;98,347;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2016220;SAE-Ost 2;ASC Amstetten;AB*RATH*-PÖCHLARN 12;Strecke;ROTTENUNTERKUNFT KRUMMNUSSBAUM;2231;;;20211436;MAGAZINSTRASSE;1;98,45;KRUMMNUSSBAUM;3375;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;80;80;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;POSTGARAGE   AMSTETTEN VERWALTUNG;3121;;;13156;ARTHUR KRUPPSTRAßE;6;124,5;AMSTETTEN;3300;N;BLITZSCHUTZ;3;Betriebsgebäude;Nein;554;;Nein;Nein;
2016180;SAE-Ost 2;ASC Amstetten;LOOSDORF 3-PÖCHLARN;Strecke;WÄCHTERHAUS  113;57007963;;;1132;ORNDING;XXX;91,508;MELK;3390;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;45,63;;Nein;Nein;
2307050;SAE-Ost 2;ASC Amstetten;BF.ASCHBACH;Bahnhof;ZUGFUNK;2;;;12946;BAHNHOFSPLATZ;1;35,658;ASCHBACH;3361;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;8,4;8,8;Ja;Nein;0
1581200;SAE-Ost 2;ASC Amstetten;AB*WELSER 2*-GRESTEN;Strecke;SH  EK  KM  24,273;10000867;;;5658;GRESTEN;0;24,273;GRESTEN;3264;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1581200;SAE-Ost 2;ASC Amstetten;AB*WELSER 2*-GRESTEN;Strecke;AUFNAHMEGEBÄDE  WANG;897;15,02259685;48,04709082;5656;GRIESWANG;9;13,6;WANG;3262;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;62,38;30;Ja;Nein;
2016160;SAE-Ost 2;ASC Amstetten;GRENZE ASC(KM 81,148)-LOOSDORF 3;Strecke;Rottenunterkunft;4374;;;20286424;Bahnzeile;9;84,75;MELK;3390;N;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;75;;Nein;Nein;2
1551150;SAE-Ost 2;ASC Amstetten;BF.WIESELBURG/ERLAUF;Bahnhof;BAHNMEISTERGEBÄUDE;3822;;;487;AM BAHNHOF;4;11,32;WIESELBURG/ERLAUF;3250;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;59,97;;Nein;Nein;
1581070;SAE-Ost 2;ASC Amstetten;BF.STEINAKIRCHEN/FORST;Bahnhof;SH  EK  KM  10,554;10000865;;;5641;STEINAKIRCHEN;89;10,554;STEINAKIRCHEN/FORST;3261;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
1551200;SAE-Ost 2;ASC Amstetten;PURGSTALL-SCHEIBBS;Strecke;GÜTERMAGAZIN;11774;;;461;BAHNHOFSTRASSE;3;20,062;PURGSTALL;3251;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;67,67;;Nein;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;SCHALTHAUS  WHZ 6;0;;;23646093;xxx;XX;125,155;AMSTETTEN;3300;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
2306280;SAE-Ost 2;ASC Amstetten;KARLSBACH-AMSTETTEN;Strecke;TG Blindenmarkt km 117,000;0;;;20596028;Bahnhofstrasse;XX;117;BLINDENMARKT;3372;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;100;;Ja;Nein;0
2017120;SAE-Ost 2;ASC Amstetten;ST.PETER WEST-GRENZE REGION(KM 157,180);Strecke;TUNNELSCHALTHAUS SP 9;10013061;;;12287;STRECKE;9;145,9;WEISTRACH;3351;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;8;;Nein;Nein;
1581070;SAE-Ost 2;ASC Amstetten;BF.STEINAKIRCHEN/FORST;Bahnhof;GÜTERMAGZIN;11883;;;5637;STEINAKIRCHEN;89;10,378;STEINAKIRCHEN/FORST;3261;N;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;18,83;;Nein;Nein;
1021240;SAE-Ost 2;ASC Amstetten;WAIDHOFEN/Y.-GRENZE REGION(KM 28,100);Strecke;SH EK_ KM 24,667;10015834;;;12815;EK 24,667;XX;24,667;WAIDHOFEN/YBBS;3340;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
1021240;SAE-Ost 2;ASC Amstetten;WAIDHOFEN/Y.-GRENZE REGION(KM 28,100);Strecke;SH EK_KM 24,866;10015835;;;12816;EK 24,866;XX;24,866;WAIDHOFEN/YBBS;3340;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
1021240;SAE-Ost 2;ASC Amstetten;WAIDHOFEN/Y.-GRENZE REGION(KM 28,100);Strecke;SH EK_KM 25,325;10015836;;;12817;EK 25,325;XX;25,325;WAIDHOFEN/YBBS;3340;N;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;AUFNAHMSGEBÄUDE;1901;14,87840512;48,12179873;4822;AM GRABEN;60;124,558;AMSTETTEN;3300;N;BLITZSCHUTZ;6;Betriebsgebäude;Nein;2333,6;8296;Ja;Nein;21
2017010;SAE-Ost 2;ASC Amstetten;BF.AMSTETTEN;Bahnhof;WERSTÄTTE  ST - DIENST;15527;14,87617012;48,12167274;4831;AM GRABEN;60;124,748;AMSTETTEN;3300;N;BLITZSCHUTZ;8;Werkstätte;Nein;266,26;;Ja;Nein;6
